,Measured.1g.SAR,Average.Power,Band,Mode,Test.Position,Antenna.Vendor,Ch.,Freq.,Tune.Up.Limit,Tune.up.Scaling.Factor,Duty.Cycle..,Duty.Cycle.Scaling.Factor,Reported.1g.SAR,Antenna.Peak.gain,filename,New.Test.Position,Dist,shell.type,New.Test.Position3,predict.SAR,isfail
458,0.112,16.08,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,16.25,1.04,94.8,1.055,0.123,-1.58,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Bottom,5,2,Face,0.105822288,pass
459,0.389,16.08,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,155,5775,16.25,1.04,94.8,1.055,0.427,-1.58,FA611513_R01_FCC SAR_Wistron_BonBon 15_Report,Edge,5,2,Edge,0.55941714,pass
460,0.051,16.94,2G,802.11b 1Mbps,Bottom Face,INPAQ,6,2437,17,1.014,100,1,0.052,-1.1,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.136760386,pass
461,0.315,16.94,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,17,1.014,100,1,0.319,-1.1,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.341867262,pass
462,0.284,15.99,2G,802.11b 1Mbps,Edge 3,INPAQ,1,2412,16,1.002,100,1,0.285,-1.1,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.308204697,pass
463,0.304,16.82,2G,802.11b 1Mbps,Edge 3,INPAQ,11,2462,17,1.042,100,1,0.317,-1.1,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.386668809,pass
464,0.091,16.94,2G,802.11b 1Mbps,Bottom of Laptop,INPAQ,6,2437,17,1.014,100,1,0.092,1.61,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.08236891,pass
465,0.271,16.66,5G,802.11n-HT40 MCS0,Bottom Face,INPAQ,54,5270,17,1.081,100,1,0.293,-1.04,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.205113605,pass
466,1.1,16.66,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,54,5270,17,1.081,100,1,1.19,-1.04,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.13629731,pass
467,0.553,12.81,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,62,5310,13,1.045,100,1,0.578,-1.04,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.45826743,pass
468,1.18,16.99,5G,802.11a 6Mbps,Edge 3,INPAQ,52,5260,17,1.002,100,1,1.183,-1.04,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.974803891,pass
469,0.796,17.87,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,52,5260,18,1.03,100,1,0.82,0.27,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.693008458,pass
470,0.805,17.75,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,56,5280,18,1.059,100,1,0.853,0.27,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.760433064,pass
471,0.837,17.81,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,60,5300,18,1.045,100,1,0.874,0.27,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.444116663,pass
472,0.596,16.34,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,64,5320,16.5,1.038,100,1,0.618,0.27,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.4949417,pass
473,0.093,15.72,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,122,5610,16,1.067,100,1,0.099,-0.14,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.143687603,pass
474,0.68,15.72,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,122,5610,16,1.067,100,1,0.725,-0.14,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.992124138,pass
475,0.2,10.47,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,106,5530,10.5,1.007,100,1,0.201,-0.14,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.289996845,pass
476,0.749,15.27,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,138,5690,15.5,1.054,100,1,0.79,-0.14,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.754622809,pass
477,0.454,17.9,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,116,5580,18,1.023,100,1,0.465,1.35,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.521720062,pass
478,0.179,16.49,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,155,5775,16.5,1.002,100,1,0.179,-0.08,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.145182572,pass
479,1.39,16.49,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,155,5775,16.5,1.002,100,1,1.393,-0.08,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.907310768,pass
480,1.31,16.47,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,151,5755,16.5,1.007,100,1,1.319,-0.08,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.274513291,pass
481,1.258,16.05,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,159,5795,16.5,1.109,100,1,1.395,-0.08,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.273476704,pass
482,1.3,16.48,5G,802.11a 6Mbps,Edge 3,INPAQ,165,5825,16.5,1.005,100,1,1.306,-0.08,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.210049605,pass
483,1.351,16.43,5G,802.11a 6Mbps,Edge 3,INPAQ,157,5785,16.5,1.016,100,1,1.373,-0.08,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.215065968,pass
484,1.353,16.36,5G,802.11a 6Mbps,Edge 3,INPAQ,149,5745,16.5,1.033,100,1,1.397,-0.08,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.105136535,pass
485,0.89,17.95,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,149,5745,18,1.012,100,1,0.9,1.76,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.802640948,pass
486,0.9,17.79,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,157,5785,18,1.05,100,1,0.945,1.76,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.831896346,pass
487,0.881,17.78,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,165,5825,18,1.052,100,1,0.927,1.76,FA8N0304-02_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.826624951,pass
488,1.03,20.3,2G,802.11b 1Mbps,Edge 3,WNC,6,2437,20.5,1.047,100,1,1.079,-1.99,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.743875685,pass
489,0.815,19.8,2G,802.11b 1Mbps,Edge 3,WNC,1,2412,20,1.047,100,1,0.853,-1.99,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.779110888,pass
490,0.784,19.9,2G,802.11b 1Mbps,Edge 3,WNC,11,2462,20,1.023,100,1,0.802,-1.99,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.800633364,pass
491,0.078,20.3,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,20.5,1.047,100,1,0.082,-1.99,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.090849566,pass
492,0.183,20.9,2G,802.11b 1Mbps,Bottom of Laptop,WNC,6,2437,21,1.023,100,1,0.187,-1.99,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Laptop,0.129217909,pass
493,0.631,20.4,2G,802.11b 1Mbps,Edge 3,WNC,6,2437,20.5,1.023,100,1,0.646,-1.99,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.743875685,pass
494,0.057,20.4,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,20.5,1.023,100,1,0.058,0.54,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Face,0.191056808,pass
495,0.133,20.8,2G,802.11b 1Mbps,Bottom of Laptop,WNC,6,2437,21,1.047,100,1,0.139,0.8,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Laptop,0.135006128,pass
496,1.01,18.5,5G,802.11n-HT40 MCS0,Edge 3,WNC,54,5270,18.5,1,98.39,1.016,1.026,0.8,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.979946505,pass
497,0.977,18.4,5G,802.11a 6Mbps,Edge 3,WNC,52,5260,18.5,1.023,97.9,1.021,1.021,0.8,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.868910655,pass
498,0.06,18.5,5G,802.11n-HT40 MCS0,Bottom Face,WNC,54,5270,18.5,1,98.39,1.016,0.061,0.8,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.051349975,pass
499,0.232,20.8,5G,802.11a 6Mbps,Bottom of Laptop,WNC,52,5260,21,1.047,97.9,1.021,0.248,2.08,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.201825126,pass
500,1.02,18.4,5G,802.11n-HT40 MCS0,Edge 3,WNC,54,5270,18.5,1.023,98.14,1.019,1.064,1.19,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.94448144,pass
501,0.755,16.8,5G,802.11n-HT40 MCS0,Edge 3,WNC,62,5310,17,1.047,98.14,1.019,0.806,1.19,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.769775288,pass
502,0.914,18.5,5G,802.11a 6Mbps,Edge 3,WNC,52,5260,18.5,1,97.15,1.029,0.941,1.19,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.855923748,pass
503,0.055,18.4,5G,802.11n-HT40 MCS0,Bottom Face,WNC,54,5270,18.5,1.023,98.14,1.019,0.057,1.19,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.048521053,pass
504,0.212,20.9,5G,802.11a 6Mbps,Bottom of Laptop,WNC,52,5260,21,1.023,97.15,1.029,0.223,2.45,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.200115368,pass
505,0.654,18.47,5G,802.11a 6Mbps,Edge 3,WNC,52,5260,18.5,1.006,97.16,1.029,0.677,0.8,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.868910655,pass
506,0.03,18.47,5G,802.11a 6Mbps,Bottom Face,WNC,52,5260,18.5,1.006,97.16,1.029,0.031,0.8,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.036695992,pass
507,0.064,18.53,5G,802.11a 6Mbps,Bottom of Laptop,WNC,52,5260,18.75,1.052,97.16,1.029,0.069,2.08,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.135785626,pass
508,0.81,17.4,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,106,5530,17.5,1.023,98.76,1.013,0.84,-0.54,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.972003077,pass
509,0.96,17.3,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,122,5610,17.5,1.047,98.76,1.013,1.018,-0.54,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.972123205,pass
510,0.917,17.4,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,138,5690,17.5,1.023,98.76,1.013,0.951,-0.54,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.842138042,pass
511,0.047,17.4,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,106,5530,17.5,1.023,98.76,1.013,0.049,-0.54,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.047870065,pass
512,0.196,20.9,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,WNC,138,5690,21,1.023,98.76,1.013,0.203,1.87,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.228304003,pass
513,0.928,17.4,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,106,5530,17.5,1.023,98.76,1.013,0.962,0.15,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,1.007386037,pass
514,1.06,17.2,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,122,5610,17.5,1.072,98.76,1.013,1.151,0.15,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,1.011922079,pass
515,1.07,17.1,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,138,5690,17.5,1.096,98.76,1.013,1.188,0.15,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.869165059,pass
516,0.045,17.4,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,106,5530,17.5,1.023,98.76,1.013,0.047,0.15,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.04195745,pass
517,0.236,20.7,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,WNC,138,5690,21,1.072,98.76,1.013,0.256,1.87,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.228304003,pass
518,0.551,17.37,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,122,5610,17.5,1.031,98.64,1.014,0.576,-0.54,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.972123205,pass
519,0.016,17.37,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,122,5610,17.5,1.031,98.64,1.014,0.017,-0.54,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.05,2,Face,0.042129313,pass
520,0.03,18.87,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,WNC,122,5610,19,1.031,98.64,1.014,0.031,1.87,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.162941422,pass
521,0.872,17.3,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,155,5775,17.5,1.047,98.76,1.013,0.925,-1.49,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.781681698,pass
522,0.846,17.4,5G,802.11n-HT40 MCS0,Edge 3,WNC,151,5755,17.5,1.023,98.39,1.016,0.88,-1.49,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,1.02463552,pass
523,0.046,17.3,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,17.5,1.047,98.76,1.013,0.049,-1.49,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.066202075,pass
524,0.1,20.9,5G,802.11n-HT40 MCS0,Bottom of Laptop,WNC,159,5795,21,1.023,98.39,1.016,0.104,1.21,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.167727341,pass
525,1.25,17.4,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,155,5775,17.5,1.023,98.76,1.013,1.296,-1.06,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.812995377,pass
526,1.21,17.4,5G,802.11n-HT40 MCS0,Edge 3,WNC,151,5755,17.5,1.023,98.14,1.019,1.262,-1.06,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,1.045006953,pass
527,1.14,17.4,5G,802.11n-HT40 MCS0,Edge 3,WNC,159,5795,17.5,1.023,98.14,1.019,1.189,-1.06,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,1.101477805,pass
528,0.049,17.4,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,17.5,1.023,98.76,1.013,0.051,-1.06,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,2,Face,0.059958243,pass
529,0.187,20.8,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,WNC,159,5795,21,1.047,98.14,1.019,0.2,0.57,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.226915338,pass
530,0.7,17.46,5G,802.11ac-VHT80 MCS0,Edge 3,WNC,155,5775,17.5,1.009,98.64,1.014,0.716,-1.49,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,2,Edge,0.781681698,pass
531,0.006,17.46,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,17.5,1.009,98.64,1.014,0.006,-1.49,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,4.05,2,Face,0.062458658,pass
532,0.073,18.91,5G,802.11n-HT40 MCS0,Bottom of Laptop,WNC,151,5755,19,1.02,98.85,1.012,0.075,1.21,FA8D0719-01_R02_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,2,Laptop,0.111828323,pass
533,0.269,19.9,2G,802.11b 1Mbps,Bottom Face,INPAQ,6,2437,20,1.023,100,1,0.275,-0.22,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.229518738,pass
534,0.967,19.9,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,20,1.023,100,1,0.99,-0.22,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.831281708,pass
535,0.791,18.8,2G,802.11b 1Mbps,Edge 3,INPAQ,1,2412,19,1.047,100,1,0.828,-0.22,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.753392592,pass
536,0.704,18.9,2G,802.11b 1Mbps,Edge 3,INPAQ,11,2462,19,1.023,100,1,0.72,-0.22,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.75436364,pass
537,0.165,19.9,2G,802.11b 1Mbps,Bottom of Laptop,INPAQ,6,2437,20,1.023,100,1,0.169,0.96,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,0.15670608,pass
538,0.058,19.8,2G,802.11b 1Mbps,Bottom Face,INPAQ,6,2437,20,1.047,100,1,0.061,-1.1,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.183449634,pass
539,0.258,19.8,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,20,1.047,100,1,0.27,-1.1,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.775098015,pass
540,0.097,19.8,2G,802.11b 1Mbps,Bottom of Laptop,INPAQ,6,2437,20,1.047,100,1,0.102,1.61,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,0.157840689,pass
541,0.062,16.6,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,58,5290,17,1.096,100,1,0.068,1.14,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.082421243,pass
542,1.05,16.6,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,58,5290,17,1.096,100,1,1.151,1.14,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.929947592,pass
543,0.942,16.8,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,54,5270,17,1.047,100,1,0.986,1.14,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,1.062759971,pass
544,0.273,20.4,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,60,5300,20.5,1.023,100,1,0.279,-0.12,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,0.610563441,pass
545,0.115,16.7,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,58,5290,17,1.072,100,1,0.123,-1.04,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.120023897,pass
546,0.618,16.7,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,58,5290,17,1.072,100,1,0.662,-1.04,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.857366357,pass
547,0.417,20.4,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,60,5300,20.5,1.023,100,1,0.427,0.27,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,0.620411312,pass
548,0.098,15.8,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,106,5530,16,1.047,100,1,0.103,1.55,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.121041194,pass
549,1.07,15.8,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,106,5530,16,1.047,100,1,1.12,1.55,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,1.069475417,pass
550,0.854,15.7,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,122,5610,16,1.072,100,1,0.915,1.55,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,1.078384044,pass
551,0.821,15.7,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,138,5690,16,1.072,100,1,0.88,1.55,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.904226617,pass
552,0.347,20.4,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,116,5580,20.5,1.023,100,1,0.355,-2.13,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,0.527986903,pass
553,0.092,15.8,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,106,5530,16,1.047,100,1,0.096,-0.14,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.151606768,pass
554,0.775,15.8,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,106,5530,16,1.047,100,1,0.812,-0.14,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.994890835,pass
555,0.649,15.6,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,122,5610,16,1.096,100,1,0.712,-0.14,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.992124138,pass
556,0.627,15.6,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,138,5690,16,1.096,100,1,0.687,-0.14,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.841813486,pass
557,0.328,20.4,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,124,5620,20.5,1.023,100,1,0.336,1.35,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,0.591805455,pass
558,0.073,16.3,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,155,5775,16.5,1.047,100,1,0.076,1.33,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.119255771,pass
559,0.614,16.3,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,155,5775,16.5,1.047,100,1,0.643,1.33,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.937859806,pass
560,0.613,20.3,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,165,5825,20.5,1.047,100,1,0.642,-2.12,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,0.858279543,pass
561,0.107,16.4,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,155,5775,16.5,1.023,100,1,0.109,-0.08,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,5.5,2,Face,0.145182572,pass
562,0.551,16.4,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,155,5775,16.5,1.023,100,1,0.564,-0.08,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Edge,3.53,2,Edge,0.907310768,pass
563,0.738,20.3,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,165,5825,20.5,1.047,100,1,0.773,1.76,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,1.062977781,pass
564,0.604,20.2,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,149,5745,20.5,1.072,100,1,0.647,1.76,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,1.022139561,pass
565,0.549,20.1,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,157,5785,20.5,1.096,100,1,0.602,1.76,FA8N0304-04_R01_FCC SAR_Wistron_Corvo 15_Report,Bottom,13.92,2,Laptop,1.086718926,pass
566,0.218,20.43,2G,802.11b 1Mbps,Bottom Face,INPAQ,6,2437,20.5,1.016,98.55,1.015,0.225,-0.22,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.241349045,pass
567,1.05,20.43,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,20.5,1.016,98.55,1.015,1.083,-0.22,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.950494496,pass
568,0.786,19.48,2G,802.11b 1Mbps,Edge 3,INPAQ,1,2412,19.5,1.005,98.55,1.015,0.801,-0.22,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.866225964,pass
569,0.897,19.42,2G,802.11b 1Mbps,Edge 3,INPAQ,11,2462,19.5,1.019,98.55,1.015,0.927,-0.22,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.874676275,pass
570,0.159,20.43,2G,802.11b 1Mbps,Bottom of Laptop,INPAQ,6,2437,20.5,1.016,98.55,1.015,0.164,0.96,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.17459817,pass
571,0.21,20.45,2G,802.11b 1Mbps,Bottom Face,INPAQ,6,2437,20.5,1.012,98.43,1.016,0.216,-1.1,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.19277347,pass
